Date,Huiwan Center,Luojiaying,Guanyingshan East,Guanyingshan Center,Guanyingshan West,Baiyukou,Haikou West,Dianchi South
2019/1/1 0:00,0.4609665427509295,0.43359375000000044,0.6222222222222225,0.544,0.46372239747634003,0.4340277777777777,0.4738955823293174,0.6035242290748903
2019/1/1 4:00,0.479553903345725,0.421875,0.6222222222222225,0.54,0.48264984227129304,0.43750000000000044,0.44979919678714886,0.5903083700440526
2019/1/1 8:00,0.48698884758364347,0.41796875,0.6111111111111109,0.548,0.49526813880126186,0.43750000000000044,0.43775100401606437,0.5814977973568283
2019/1/1 12:00,0.513011152416357,0.4453125,0.6249999999999998,0.5840000000000005,0.47003154574132466,0.47569444444444464,0.4859437751004019,0.6343612334801758
2019/1/1 16:00,0.524163568773234,0.44921875,0.6277777777777775,0.5840000000000005,0.48580441640378513,0.46875000000000044,0.46586345381526106,0.6079295154185025
2019/1/1 20:00,0.520446096654275,0.44921875,0.6166666666666669,0.5760000000000001,0.48264984227129304,0.45486111111111116,0.46586345381526106,0.5947136563876652
2019/1/2 0:00,0.5055762081784385,0.4375,0.6111111111111109,0.5600000000000005,0.501577287066246,0.4409722222222223,0.44979919678714886,0.5903083700440526
2019/1/2 4:00,0.4981412639405205,0.421875,0.6083333333333332,0.548,0.5047318611987377,0.4340277777777777,0.4417670682730921,0.5903083700440526
2019/1/2 8:00,0.4907063197026025,0.41015625,0.6055555555555554,0.548,0.48264984227129304,0.4409722222222223,0.417670682730924,0.5903083700440526
2019/1/2 12:00,0.5055762081784385,0.43359375000000044,0.6249999999999998,0.6120000000000001,0.48264984227129304,0.46875000000000044,0.43775100401606437,0.6167400881057268
2019/1/2 16:00,0.550185873605948,0.4453125,0.6249999999999998,0.6280000000000001,0.49842271293375395,0.5069444444444446,0.4417670682730921,0.6123348017621146
2019/1/2 20:00,0.5278810408921935,0.43359375000000044,0.6138888888888887,0.6240000000000006,0.47949526813880095,0.48958333333333304,0.43775100401606437,0.5903083700440526
2019/1/3 0:00,0.5315985130111525,0.42968749999999956,0.6055555555555554,0.6200000000000006,0.47634069400630885,0.4722222222222223,0.42570281124498033,0.5947136563876652
2019/1/3 4:00,0.516728624535316,0.421875,0.5972222222222221,0.6120000000000001,0.46372239747634003,0.48611111111111116,0.4136546184738963,0.5947136563876652
2019/1/3 8:00,0.5018587360594795,0.39453124999999956,0.591666666666667,0.6000000000000001,0.4574132492113563,0.46875000000000044,0.3975903614457832,0.5814977973568283
2019/1/3 12:00,0.509293680297398,0.41015625,0.6027777777777776,0.6280000000000001,0.4574132492113563,0.45833333333333304,0.40963855421686723,0.5947136563876652
2019/1/3 16:00,0.5018587360594795,0.42578124999999956,0.5999999999999999,0.6159999999999997,0.47003154574132466,0.46180555555555536,0.417670682730924,0.6035242290748903
2019/1/3 20:00,0.4944237918215615,0.42578124999999956,0.5888888888888888,0.6240000000000006,0.47634069400630885,0.4409722222222223,0.4136546184738963,0.6079295154185025
2019/1/4 0:00,0.48327137546468446,0.44140625,0.5694444444444444,0.6280000000000001,0.46687697160883257,0.43055555555555536,0.40963855421686723,0.5991189427312782
2019/1/4 4:00,0.4944237918215615,0.43359375000000044,0.5583333333333333,0.5760000000000001,0.46056782334384794,0.42361111111111116,0.4056224899598395,0.5859030837004404
2019/1/4 8:00,0.4981412639405205,0.4140625,0.5527777777777778,0.5560000000000005,0.4542586750788642,0.45833333333333304,0.44578313253012114,0.5814977973568283
2019/1/4 12:00,0.513011152416357,0.41015625,0.586111111111111,0.5680000000000001,0.47318611987381676,0.46875000000000044,0.4859437751004019,0.6079295154185025
2019/1/4 16:00,0.4907063197026025,0.42968749999999956,0.5999999999999999,0.5680000000000001,0.47949526813880095,0.4652777777777781,0.48192771084337416,0.6211453744493394
2019/1/4 20:00,0.4907063197026025,0.42578124999999956,0.5972222222222221,0.5560000000000005,0.47634069400630885,0.45833333333333304,0.4779116465863451,0.5991189427312782
2019/1/5 0:00,0.509293680297398,0.41796875,0.5888888888888888,0.544,0.47318611987381676,0.45486111111111116,0.4698795180722892,0.5859030837004404
2019/1/5 4:00,0.4944237918215615,0.41796875,0.5722222222222222,0.5280000000000005,0.46056782334384794,0.4097222222222223,0.46586345381526106,0.5770925110132161
2019/1/5 8:00,0.479553903345725,0.40625,0.575,0.5280000000000005,0.4574132492113563,0.38888888888888884,0.44979919678714886,0.5859030837004404
2019/1/5 12:00,0.553903345724907,0.45703125,0.6361111111111108,0.6120000000000001,0.5047318611987377,0.4409722222222223,0.514056224899599,0.6519823788546257
2019/1/5 16:00,0.565055762081784,0.515625,0.6805555555555551,0.7119999999999997,0.5488958990536275,0.48958333333333304,0.5341365461847389,0.6740088105726874
2019/1/5 20:00,0.513011152416357,0.48046875,0.6305555555555553,0.6000000000000001,0.4889589905362772,0.43750000000000044,0.5301204819277108,0.6167400881057268
2019/1/6 0:00,0.48327137546468446,0.46875000000000044,0.6166666666666669,0.5720000000000001,0.48264984227129304,0.43055555555555536,0.5301204819277108,0.6035242290748903
2019/1/6 4:00,0.46840148698884754,0.46484374999999956,0.658333333333333,0.5600000000000005,0.49842271293375395,0.43055555555555536,0.4939759036144582,0.5991189427312782
2019/1/6 8:00,0.48698884758364347,0.45703125,0.6249999999999998,0.5560000000000005,0.48580441640378513,0.45138888888888884,0.4578313253012052,0.5947136563876652
